date,Answer,dt_proba,dt_predict,rf_proba,rf_predict,mlp_proba,mlp_predict
2010-04-09,0,0.02857142857142857,0,0.17300125313283207,0,0.19931383110560433,0
2010-05-12,0,0.02857142857142857,0,0.22773809523809524,0,0.1898041897693959,0
2010-06-10,1,1.0,1,0.5884523809523811,1,0.1922493722156377,0
2010-07-09,0,0.02857142857142857,0,0.09761904761904762,0,0.20139772091693625,0
2010-08-12,0,0.02857142857142857,0,0.12595238095238095,0,0.18245577480089273,0
2010-09-09,0,0.02857142857142857,0,0.11892857142857143,0,0.18754862234749592,0
2010-10-14,1,0.02857142857142857,0,0.506453634085213,1,0.2853508269220815,0
2010-11-16,0,0.375,0,0.1593107769423559,0,0.274630635259212,0
2010-12-09,1,0.375,0,0.4011980548187445,0,0.26005939363810965,0
2011-01-13,0,0.02857142857142857,0,0.11273572251740285,0,0.29275521055146403,0
2011-02-11,1,1.0,1,0.5390659712160727,1,0.25305313606677526,0
2011-03-10,0,0.02857142857142857,0,0.17277073652300515,0,0.25260687605281407,0
2011-04-12,0,0.02857142857142857,0,0.0784500082316886,0,0.24995133744968046,0
2011-05-13,1,0.375,0,0.34943740318967176,0,0.24580291588819064,0
2011-06-10,0,0.02857142857142857,0,0.18836597461824323,0,0.2502889680526927,0
2011-07-14,0,0.02857142857142857,0,0.19827759443858514,0,0.22989783884002335,0
2011-08-11,0,0.375,0,0.09890784653942548,0,0.21956071004532632,0
2011-09-08,0,0.02857142857142857,0,0.16190238918406955,0,0.22912558835181682,0
2011-10-13,0,0.02857142857142857,0,0.07856905585073622,0,0.21777507517029723,0
2011-12-08,0,0.02857142857142857,0,0.1344374031896718,0,0.21271086876449494,0
2012-01-13,0,0.02857142857142857,0,0.05067116942343804,0,0.157173513772455,0
2012-02-09,0,0.02857142857142857,0,0.1157552030368834,0,0.15977992900084176,0
2012-03-08,0,0.02857142857142857,0,0.05361234589402626,0,0.15854289491730242,0
2012-04-13,0,0.02857142857142857,0,0.12448069323296185,0,0.15464402655730458,0
2012-05-10,0,0.02857142857142857,0,0.11674259799486661,0,0.15351102063513028,0
2012-06-08,1,0.375,0,0.2601516889039575,0,0.15479825747887824,0
2012-07-12,0,0.02857142857142857,0,0.14818194296362336,0,0.12143643873486834,0
2012-08-09,0,0.375,0,0.06324762440861512,0,0.13254221580923028,0
2012-09-13,1,1.0,1,0.8120320855614974,1,0.12652857523421507,0
2012-10-11,0,0.02857142857142857,0,0.05908095774194845,0,0.15167207779397193,0
2012-11-09,0,0.02857142857142857,0,0.06603080978307838,0,0.1678713924097415,0
2012-12-13,0,0.02857142857142857,0,0.031149857402126002,0,0.16849740936211358,0
2013-01-11,0,0.375,0,0.03305461930688791,0,0.10428705550564095,0
2013-02-14,0,0.02857142857142857,0,0.12222128597355457,0,0.10907030177014651,0
2013-03-14,0,0.02857142857142857,0,0.057424367206047565,0,0.1094470237914119,0
2013-04-11,1,1.0,1,0.5951724137931034,1,0.10497454038606902,0
2013-05-09,0,0.02857142857142857,0,0.04016246244414281,0,0.1051867332883475,0
2013-06-13,0,0.02857142857142857,0,0.034990048651039364,0,0.10849949978741466,0
2013-07-11,0,0.02857142857142857,0,0.016656715317706027,0,0.10395966778608244,0
2013-08-08,0,0.02857142857142857,0,0.030162462444142807,0,0.10791906442378911,0
2013-09-12,0,0.02857142857142857,0,0.04016246244414281,0,0.107343785619736,0
2013-10-10,0,0.02857142857142857,0,0.04678571428571428,0,0.10683313687777697,0
2013-11-14,0,0.02857142857142857,0,0.06993431855500822,0,0.11566759464247929,0
2013-12-12,0,0.02857142857142857,0,0.053733891015571376,0,0.12438150130035078,0
2014-01-09,0,0.02857142857142857,0,0.10722128597355458,0,0.10709333290781474,0
2014-02-13,0,0.02857142857142857,0,0.041149857402126,0,0.10775368153159032,0
2014-03-13,0,0.375,0,0.09349579577747613,0,0.10750370673895282,0
